Date,Data,Price,Data_Change,Price_Change,Data_RollMean_3,Price_RollMean_3,Target_Price
2010-02-17,0.662,1148.75,-0.0010000000000000009,6.25,0.6626666666666667,1139.8333333333333,1154.75
2010-02-18,0.66,1154.75,-0.0020000000000000018,6.0,0.6616666666666667,1148.6666666666667,1155.5
2010-02-19,0.661,1155.5,0.0010000000000000009,0.75,0.661,1153.0,1156.75
2010-02-22,0.661,1156.75,0.0,1.25,0.6606666666666667,1155.6666666666667,1146.5
2010-02-23,0.661,1146.5,0.0,-10.25,0.661,1152.9166666666667,1152.75
2010-02-24,0.659,1152.75,-0.0020000000000000018,6.25,0.6603333333333333,1152.0,1151.5
2010-02-25,0.658,1151.5,-0.0010000000000000009,-1.25,0.6593333333333333,1150.25,1152.75
2010-02-26,0.656,1152.75,-0.0020000000000000018,1.25,0.6576666666666667,1152.3333333333333,1163.75
2010-03-01,0.655,1163.75,-0.0010000000000000009,11.0,0.6563333333333333,1156.0,1166.75
2010-03-02,0.655,1166.75,0.0,3.0,0.6553333333333334,1161.0833333333333,1167.75
2010-03-03,0.655,1167.75,0.0,1.0,0.655,1166.0833333333333,1171.5
2010-03-04,0.654,1171.5,-0.0010000000000000009,3.75,0.6546666666666667,1168.6666666666667,1185.75
2010-03-05,0.653,1185.75,-0.0010000000000000009,14.25,0.654,1175.0,1186.25
2010-03-08,0.652,1186.25,-0.0010000000000000009,0.5,0.653,1181.1666666666667,1189.75
2010-03-09,0.652,1189.75,0.0,3.5,0.6523333333333333,1187.25,1195.0
2010-03-10,0.651,1195.0,-0.0010000000000000009,5.25,0.6516666666666667,1190.3333333333333,1199.75
2010-03-11,0.65,1199.75,-0.0010000000000000009,4.75,0.6509999999999999,1194.8333333333333,1200.5
2010-03-12,0.649,1200.5,-0.0010000000000000009,0.75,0.65,1198.4166666666667,1199.5
2010-03-15,0.646,1199.5,-0.0030000000000000027,-1.0,0.6483333333333333,1199.9166666666667,1208.75
2010-03-16,0.646,1208.75,0.0,9.25,0.6469999999999999,1202.9166666666667,1215.0
2010-03-17,0.644,1215.0,-0.0020000000000000018,6.25,0.6453333333333333,1207.75,1215.25
2010-03-18,0.643,1215.25,-0.0010000000000000009,0.25,0.6443333333333333,1213.0,1210.25
2010-03-19,0.642,1210.25,-0.0010000000000000009,-5.0,0.6429999999999999,1213.5,1216.0
2010-03-22,0.639,1216.0,-0.0030000000000000027,5.75,0.6413333333333333,1213.8333333333333,1223.5
2010-03-23,0.637,1223.5,-0.0020000000000000018,7.5,0.6393333333333334,1216.5833333333333,1218.5
2010-03-24,0.636,1218.5,-0.0010000000000000009,-5.0,0.6373333333333334,1219.3333333333333,1216.75
2010-03-25,0.635,1216.75,-0.0010000000000000009,-1.75,0.636,1219.5833333333333,1217.5
2010-03-26,0.636,1217.5,0.0010000000000000009,0.75,0.6356666666666667,1217.5833333333333,1222.75
2010-03-29,0.635,1222.75,-0.0010000000000000009,5.25,0.6353333333333334,1219.0,1223.5
2010-03-30,0.635,1223.5,0.0,0.75,0.6353333333333334,1221.25,1219.25
2010-03-31,0.634,1219.25,-0.0010000000000000009,-4.25,0.6346666666666666,1221.8333333333333,1227.75
2010-04-01,0.635,1227.75,0.0010000000000000009,8.5,0.6346666666666667,1223.5,1239.75
2010-04-06,0.638,1239.75,0.0030000000000000027,12.0,0.6356666666666667,1228.9166666666667,1233.0
2010-04-07,0.639,1233.0,0.0010000000000000009,-6.75,0.6373333333333333,1233.5,1237.75
2010-04-08,0.64,1237.75,0.0010000000000000009,4.75,0.639,1236.8333333333333,1246.5
2010-04-09,0.641,1246.5,0.0010000000000000009,8.75,0.64,1239.0833333333333,1246.5
2010-04-12,0.642,1246.5,0.0010000000000000009,0.0,0.641,1243.5833333333333,1247.0
2010-04-13,0.644,1247.0,0.0020000000000000018,0.5,0.6423333333333333,1246.6666666666667,1260.5
2010-04-14,0.644,1260.5,0.0,13.5,0.6433333333333334,1251.3333333333333,1262.5
2010-04-15,0.644,1262.5,0.0,2.0,0.644,1256.6666666666667,1244.25
2010-04-16,0.644,1244.25,0.0,-18.25,0.644,1255.75,1249.5
2010-04-19,0.643,1249.5,-0.0010000000000000009,5.25,0.6436666666666667,1252.0833333333333,1259.5
2010-04-20,0.642,1259.5,-0.0010000000000000009,10.0,0.643,1251.0833333333333,1254.5
2010-04-21,0.642,1254.5,0.0,-5.0,0.6423333333333333,1254.5,1255.75
2010-04-22,0.644,1255.75,0.0020000000000000018,1.25,0.6426666666666666,1256.5833333333333,1266.25
2010-04-23,0.645,1266.25,0.0010000000000000009,10.5,0.6436666666666667,1258.8333333333333,1262.25
2010-04-26,0.645,1262.25,0.0,-4.0,0.6446666666666667,1261.4166666666667,1235.0
2010-04-27,0.646,1235.0,0.0010000000000000009,-27.25,0.6453333333333333,1254.5,1244.0
2010-04-28,0.654,1244.0,0.008000000000000007,9.0,0.6483333333333333,1247.0833333333333,1259.25
2010-04-29,0.659,1259.25,0.0050000000000000044,15.25,0.653,1246.0833333333333,1237.5
2010-04-30,0.663,1237.5,0.0040000000000000036,-21.75,0.6586666666666667,1246.9166666666667,1252.5
2010-05-03,0.665,1252.5,0.0020000000000000018,15.0,0.6623333333333333,1249.75,1226.5
2010-05-04,0.668,1226.5,0.0030000000000000027,-26.0,0.6653333333333333,1238.8333333333333,1218.0
2010-05-05,0.672,1218.0,0.0040000000000000036,-8.5,0.6683333333333333,1232.3333333333333,1176.5
2010-05-06,0.677,1176.5,0.0050000000000000044,-41.5,0.6723333333333334,1207.0,1161.0
2010-05-07,0.682,1161.0,0.0050000000000000044,-15.5,0.677,1185.1666666666667,1210.5
2010-05-10,0.682,1210.5,0.0,49.5,0.6803333333333335,1182.6666666666667,1206.25
2010-05-11,0.682,1206.25,0.0,-4.25,0.682,1192.5833333333333,1223.75
2010-05-12,0.682,1223.75,0.0,17.5,0.682,1213.5,1210.75
2010-05-13,0.683,1210.75,0.0010000000000000009,-13.0,0.6823333333333333,1213.5833333333333,1189.25
2010-05-14,0.684,1189.25,0.0010000000000000009,-21.5,0.6830000000000002,1207.9166666666667,1188.5
2010-05-17,0.685,1188.5,0.0010000000000000009,-0.75,0.684,1196.1666666666667,1172.75
2010-05-18,0.688,1172.75,0.0029999999999998916,-15.75,0.6856666666666666,1183.5,1164.0
2010-05-19,0.69,1164.0,0.0020000000000000018,-8.75,0.6876666666666665,1175.0833333333333,1124.0
2010-05-20,0.692,1124.0,0.0020000000000000018,-40.0,0.69,1153.5833333333333,1138.5
2010-05-21,0.695,1138.5,0.0030000000000000027,14.5,0.6923333333333334,1142.1666666666667,1125.0
2010-05-24,0.697,1125.0,0.0020000000000000018,-13.5,0.6946666666666667,1129.1666666666667,1127.0
2010-05-25,0.697,1127.0,0.0,2.0,0.6963333333333331,1130.1666666666667,1115.25
2010-05-26,0.697,1115.25,0.0,-11.75,0.697,1122.4166666666667,1155.0
2010-05-27,0.699,1155.0,0.0020000000000000018,39.75,0.6976666666666667,1132.4166666666667,1142.5
2010-05-28,0.699,1142.5,0.0,-12.5,0.6983333333333333,1137.5833333333333,1123.5
2010-06-01,0.702,1123.5,0.0030000000000000027,-19.0,0.6999999999999998,1140.3333333333333,1150.75
2010-06-02,0.704,1150.75,0.0020000000000000018,27.25,0.7016666666666667,1138.9166666666667,1157.5
2010-06-03,0.706,1157.5,0.0020000000000000018,6.75,0.7040000000000001,1143.9166666666667,1120.0
2010-06-04,0.707,1120.0,0.0010000000000000009,-37.5,0.7056666666666667,1142.75,1102.0
2010-06-07,0.711,1102.0,0.0040000000000000036,-18.0,0.7079999999999999,1126.5,1113.25
2010-06-08,0.713,1113.25,0.0020000000000000018,11.25,0.7103333333333333,1111.75,1109.5
2010-06-09,0.715,1109.5,0.0020000000000000018,-3.75,0.713,1108.25,1137.75
2010-06-10,0.718,1137.75,0.0030000000000000027,28.25,0.7153333333333333,1120.1666666666667,1143.25
2010-06-11,0.719,1143.25,0.0010000000000000009,5.5,0.7173333333333334,1130.1666666666667,1144.5
2010-06-14,0.72,1144.5,0.0010000000000000009,1.25,0.719,1141.8333333333333,1167.5
2010-06-15,0.723,1167.5,0.0030000000000000027,23.0,0.7206666666666667,1151.75,1167.75
2010-06-16,0.727,1167.75,0.0040000000000000036,0.25,0.7233333333333333,1159.9166666666667,1170.0
2010-06-17,0.729,1170.0,0.0020000000000000018,2.25,0.7263333333333333,1168.4166666666667,1168.5
2010-06-18,0.732,1168.5,0.0030000000000000027,-1.5,0.7293333333333334,1168.75,1168.75
2010-06-21,0.733,1168.75,0.0010000000000000009,0.25,0.7313333333333333,1169.0833333333333,1148.75
2010-06-22,0.737,1148.75,0.0040000000000000036,-20.0,0.734,1162.0,1145.75
2010-06-23,0.739,1145.75,0.0020000000000000018,-3.0,0.7363333333333334,1154.4166666666667,1128.75
2010-06-24,0.742,1128.75,0.0030000000000000027,-17.0,0.7393333333333333,1141.0833333333333,1133.0
2010-06-25,0.748,1133.0,0.006000000000000005,4.25,0.743,1135.8333333333333,1129.25
2010-06-28,0.754,1129.25,0.006000000000000005,-3.75,0.7479999999999999,1130.3333333333333,1093.5
2010-06-29,0.761,1093.5,0.007000000000000006,-35.75,0.7543333333333333,1118.5833333333333,1084.75
2010-06-30,0.767,1084.75,0.006000000000000005,-8.75,0.7606666666666667,1102.5,1080.0
2010-07-01,0.782,1080.0,0.015000000000000013,-4.75,0.77,1086.0833333333333,1072.5
2010-07-02,0.79,1072.5,0.008000000000000007,-7.5,0.7796666666666666,1079.0833333333333,1082.5
2010-07-06,0.797,1082.5,0.007000000000000006,10.0,0.7896666666666667,1078.3333333333333,1117.5
2010-07-07,0.802,1117.5,0.0050000000000000044,35.0,0.7963333333333334,1090.8333333333333,1125.25
2010-07-08,0.81,1125.25,0.008000000000000007,7.75,0.803,1108.4166666666667,1130.75
2010-07-09,0.822,1130.75,0.0119999999999999,5.5,0.8113333333333334,1124.5,1134.75
2010-07-12,0.827,1134.75,0.0050000000000000044,4.0,0.8196666666666665,1130.25,1148.0
2010-07-13,0.835,1148.0,0.008000000000000007,13.25,0.828,1137.8333333333333,1149.25
2010-07-14,0.84,1149.25,0.0050000000000000044,1.25,0.834,1144.0,1148.75
2010-07-15,0.846,1148.75,0.006000000000000005,-0.5,0.8403333333333333,1148.6666666666667,1121.25
2010-07-16,0.861,1121.25,0.015000000000000013,-27.5,0.8489999999999999,1139.75,1122.0
2010-07-19,0.87,1122.0,0.009000000000000008,0.75,0.859,1130.6666666666667,1138.25
2010-07-20,0.876,1138.25,0.006000000000000005,16.25,0.8690000000000001,1127.1666666666667,1122.25
2010-07-21,0.881,1122.25,0.0050000000000000044,-16.0,0.8756666666666666,1127.5,1146.0
2010-07-22,0.884,1146.0,0.0030000000000000027,23.75,0.8803333333333333,1135.5,1158.75
2010-07-23,0.885,1158.75,0.0010000000000000009,12.75,0.8833333333333333,1142.3333333333333,1167.75
2010-07-26,0.889,1167.75,0.0040000000000000036,9.0,0.886,1157.5,1169.25
2010-07-27,0.893,1169.25,0.0040000000000000036,1.5,0.8890000000000001,1165.25,1160.25
2010-07-28,0.896,1160.25,0.0030000000000000027,-9.0,0.8926666666666666,1165.75,1155.25
2010-07-29,0.899,1155.25,0.0030000000000000027,-5.0,0.896,1161.5833333333333,1156.5
2010-07-30,0.896,1156.5,-0.0030000000000000027,1.25,0.8969999999999999,1157.3333333333333,1180.0
2010-08-02,0.898,1180.0,0.0020000000000000018,23.5,0.8976666666666667,1163.9166666666667,1176.5
2010-08-03,0.899,1176.5,0.0010000000000000009,-3.5,0.8976666666666667,1171.0,1182.75
2010-08-04,0.9,1182.75,0.0010000000000000009,6.25,0.899,1179.75,1181.75
2010-08-05,0.904,1181.75,0.0040000000000000036,-1.0,0.9010000000000001,1180.3333333333333,1177.75
2010-08-06,0.905,1177.75,0.0010000000000000009,-4.0,0.903,1180.75,1183.75
2010-08-09,0.904,1183.75,-0.0010000000000000009,6.0,0.9043333333333333,1181.0833333333333,1178.0
2010-08-10,0.904,1178.0,0.0,-5.75,0.9043333333333333,1179.8333333333333,1143.25
2010-08-11,0.903,1143.25,-0.0010000000000000009,-34.75,0.9036666666666667,1168.3333333333333,1137.5
2010-08-12,0.899,1137.5,-0.0040000000000000036,-5.75,0.9020000000000001,1152.9166666666667,1134.25
2010-08-13,0.898,1134.25,-0.0010000000000000009,-3.25,0.9,1138.3333333333333,1135.25
2010-08-16,0.896,1135.25,-0.0020000000000000018,1.0,0.8976666666666667,1135.6666666666667,1147.25
2010-08-17,0.895,1147.25,-0.0010000000000000009,12.0,0.8963333333333333,1138.9166666666667,1145.0
2010-08-18,0.894,1145.0,-0.0010000000000000009,-2.25,0.895,1142.5,1129.5
2010-08-19,0.891,1129.5,-0.0030000000000000027,-15.5,0.8933333333333334,1140.5833333333333,1128.5
2010-08-20,0.89,1128.5,-0.0010000000000000009,-1.0,0.8916666666666666,1134.3333333333333,1123.75
2010-08-23,0.891,1123.75,0.0010000000000000009,-4.75,0.8906666666666666,1127.25,1108.0
2010-08-24,0.889,1108.0,-0.0020000000000000018,-15.75,0.89,1120.0833333333333,1112.75
2010-08-25,0.89,1112.75,0.0010000000000000009,4.75,0.89,1114.8333333333333,1103.0
2010-08-26,0.889,1103.0,-0.0010000000000000009,-9.75,0.8893333333333334,1107.9166666666667,1122.0
2010-08-27,0.888,1122.0,-0.0010000000000000009,19.0,0.8889999999999999,1112.5833333333333,1103.25
2010-08-30,0.888,1103.25,0.0,-18.75,0.8883333333333333,1109.4166666666667,1106.5
2010-08-31,0.886,1106.5,-0.0020000000000000018,3.25,0.8873333333333333,1110.5833333333333,1140.0
2010-09-01,0.886,1140.0,0.0,33.5,0.8866666666666667,1116.5833333333333,1147.75
2010-09-02,0.884,1147.75,-0.0020000000000000018,7.75,0.8853333333333334,1131.4166666666667,1161.75
2010-09-03,0.883,1161.75,-0.0010000000000000009,14.0,0.8843333333333333,1149.8333333333333,1149.5
2010-09-07,0.881,1149.5,-0.0020000000000000018,-12.25,0.8826666666666666,1153.0,1157.5
2010-09-08,0.88,1157.5,-0.0010000000000000009,8.0,0.8813333333333334,1156.25,1160.75
2010-09-09,0.879,1160.75,-0.0010000000000000009,3.25,0.88,1155.9166666666667,1168.0
2010-09-10,0.878,1168.0,-0.0010000000000000009,7.25,0.879,1162.0833333333333,1179.5
2010-09-13,0.879,1179.5,0.0010000000000000009,11.5,0.8786666666666667,1169.4166666666667,1179.0
2010-09-14,0.877,1179.0,-0.0020000000000000018,-0.5,0.8780000000000001,1175.5,1184.0
2010-09-15,0.876,1184.0,-0.0010000000000000009,5.0,0.8773333333333334,1180.8333333333333,1185.75
2010-09-16,0.879,1185.75,0.0030000000000000027,1.75,0.8773333333333334,1182.9166666666667,1183.0
2010-09-17,0.879,1183.0,0.0,-2.75,0.878,1184.25,1199.75
2010-09-20,0.876,1199.75,-0.0030000000000000027,16.75,0.8780000000000001,1189.5,1198.0
2010-09-21,0.879,1198.0,0.0030000000000000027,-1.75,0.8780000000000001,1193.5833333333333,1193.0
2010-09-22,0.879,1193.0,0.0,-5.0,0.8780000000000001,1196.9166666666667,1183.75
2010-09-23,0.878,1183.75,-0.0010000000000000009,-9.25,0.8786666666666667,1191.5833333333333,1206.5
2010-09-24,0.879,1206.5,0.0010000000000000009,22.75,0.8786666666666667,1194.4166666666667,1201.0
2010-09-27,0.879,1201.0,0.0,-5.5,0.8786666666666667,1197.0833333333333,1205.0
2010-09-28,0.88,1205.0,0.0010000000000000009,4.0,0.8793333333333333,1204.1666666666667,1204.25
2010-09-29,0.886,1204.25,0.006000000000000005,-0.75,0.8816666666666667,1203.4166666666667,1200.0
2010-09-30,0.892,1200.0,0.006000000000000005,-4.25,0.886,1203.0833333333333,1205.5
2010-10-01,0.942,1205.5,0.04999999999999993,5.5,0.9066666666666666,1203.25,1198.0
2010-10-04,0.953,1198.0,0.01100000000000001,-7.5,0.9289999999999999,1201.1666666666667,1218.0
2010-10-05,0.956,1218.0,0.0030000000000000027,20.0,0.9503333333333334,1207.1666666666667,1219.0
2010-10-06,0.959,1219.0,0.0030000000000000027,1.0,0.956,1211.6666666666667,1219.75
2010-10-07,0.965,1219.75,0.006000000000000005,0.75,0.96,1218.9166666666667,1223.75
2010-10-08,0.972,1223.75,0.007000000000000006,4.0,0.9653333333333333,1220.8333333333333,1225.5
2010-10-11,0.977,1225.5,0.0050000000000000044,1.75,0.9713333333333333,1223.0,1227.75
2010-10-12,0.982,1227.75,0.0050000000000000044,2.25,0.977,1225.6666666666667,1237.5
2010-10-13,0.985,1237.5,0.0030000000000000027,9.75,0.9813333333333333,1230.25,1236.75
2010-10-14,0.987,1236.75,0.0020000000000000018,-0.75,0.9846666666666666,1234.0,1238.25
2010-10-15,0.993,1238.25,0.006000000000000005,1.5,0.9883333333333333,1237.5,1241.5
2010-10-18,1.0,1241.5,0.007000000000000006,3.25,0.9933333333333333,1238.8333333333333,1227.0
2010-10-19,1.008,1227.0,0.008000000000000007,-14.5,1.0003333333333333,1235.5833333333333,1237.95
2010-10-20,1.016,1237.95,0.008000000000000007,10.950000000000045,1.008,1235.4833333333333,1239.0
2010-10-21,1.025,1239.0,0.008999999999999897,1.0499999999999545,1.0163333333333333,1234.6499999999999,1244.0
2010-10-22,1.029,1244.0,0.0040000000000000036,5.0,1.0233333333333332,1240.3166666666666,1246.0
2010-10-25,1.032,1246.0,0.0030000000000001137,2.0,1.0286666666666666,1243.0,1246.0
2010-10-26,1.037,1246.0,0.004999999999999893,0.0,1.0326666666666666,1245.3333333333333,1242.0
2010-10-27,1.043,1242.0,0.006000000000000005,-4.0,1.0373333333333334,1244.6666666666667,1242.5
2010-10-28,1.045,1242.5,0.0020000000000000018,0.5,1.0416666666666667,1243.5,1243.0
2010-10-29,1.045,1243.0,0.0,0.5,1.0443333333333333,1242.5,1246.25
2010-11-01,1.046,1246.25,0.001000000000000112,3.25,1.0453333333333332,1243.9166666666667,1256.0
2010-11-02,1.047,1256.0,0.0009999999999998899,9.75,1.046,1248.4166666666667,1260.5
2010-11-03,1.049,1260.5,0.0020000000000000018,4.5,1.0473333333333334,1254.25,1281.75
2010-11-04,1.05,1281.75,0.001000000000000112,21.25,1.0486666666666666,1266.0833333333333,1285.25
2010-11-05,1.05,1285.25,0.0,3.5,1.0496666666666667,1275.8333333333333,1283.25
2010-11-08,1.05,1283.25,0.0,-2.0,1.05,1283.4166666666667,1274.25
2010-11-09,1.049,1274.25,-0.001000000000000112,-9.0,1.0496666666666667,1280.9166666666667,1277.25
2010-11-10,1.048,1277.25,-0.0009999999999998899,3.0,1.0490000000000002,1278.25,1274.25
2010-11-11,1.05,1274.25,0.0020000000000000018,-3.0,1.0490000000000002,1275.25,1258.75
2010-11-12,1.049,1258.75,-0.001000000000000112,-15.5,1.0490000000000002,1270.0833333333333,1259.0
2010-11-15,1.048,1259.0,-0.0009999999999998899,0.25,1.0490000000000002,1264.0,1238.0
2010-11-16,1.046,1238.0,-0.0020000000000000018,-21.0,1.0476666666666667,1251.9166666666667,1240.75
2010-11-17,1.044,1240.75,-0.0020000000000000018,2.75,1.046,1245.9166666666667,1261.0
2010-11-18,1.041,1261.0,-0.0030000000000001137,20.25,1.0436666666666665,1246.5833333333333,1261.5
2010-11-19,1.04,1261.5,-0.0009999999999998899,0.5,1.0416666666666667,1254.4166666666667,1261.25
2010-11-22,1.039,1261.25,-0.001000000000000112,-0.25,1.04,1261.25,1241.5
2010-11-23,1.035,1241.5,-0.0040000000000000036,-19.75,1.038,1254.75,1259.75
2010-11-24,1.03,1259.75,-0.004999999999999893,18.25,1.0346666666666666,1254.1666666666667,1246.5
2010-11-26,1.028,1246.5,-0.0020000000000000018,-13.25,1.031,1249.25,1249.75
2010-11-29,1.027,1249.75,-0.001000000000000112,3.25,1.0283333333333333,1252.0,1242.75
2010-11-30,1.028,1242.75,0.001000000000000112,-7.0,1.0276666666666665,1246.3333333333333,1267.75
2010-12-01,1.026,1267.75,-0.0020000000000000018,25.0,1.027,1253.4166666666667,1286.0
2010-12-02,1.027,1286.0,0.0009999999999998899,18.25,1.027,1265.5,1286.75
2010-12-03,1.027,1286.75,0.0,0.75,1.0266666666666666,1280.1666666666667,1285.25
2010-12-06,1.028,1285.25,0.001000000000000112,-1.5,1.0273333333333332,1286.0,1286.5
2010-12-07,1.029,1286.5,0.0009999999999998899,1.25,1.0279999999999998,1286.1666666666667,1292.0
2010-12-08,1.029,1292.0,0.0,5.5,1.0286666666666664,1287.9166666666667,1296.25
2010-12-09,1.029,1296.25,0.0,4.25,1.029,1291.5833333333333,1304.25
2010-12-10,1.028,1304.25,-0.0009999999999998899,8.0,1.0286666666666668,1297.5,1304.5
2010-12-13,1.026,1304.5,-0.0020000000000000018,0.25,1.0276666666666667,1301.6666666666667,1305.0
2010-12-14,1.026,1305.0,0.0,0.5,1.0266666666666666,1304.5833333333333,1300.25
2010-12-15,1.025,1300.25,-0.001000000000000112,-4.75,1.0256666666666667,1303.25,1306.75
2010-12-16,1.024,1306.75,-0.0009999999999998899,6.5,1.0250000000000001,1304.0,1306.75
2010-12-17,1.023,1306.75,-0.001000000000000112,0.0,1.024,1304.5833333333333,1309.5
2010-12-20,1.022,1309.5,-0.0009999999999998899,2.75,1.023,1307.6666666666667,1319.0
2010-12-21,1.022,1319.0,0.0,9.5,1.0223333333333333,1311.75,1322.75
2010-12-22,1.021,1322.75,-0.001000000000000112,3.75,1.0216666666666667,1317.0833333333333,1321.25
2010-12-23,1.015,1321.25,-0.006000000000000005,-1.5,1.0193333333333332,1321.0,1321.5
2010-12-27,1.014,1321.5,-0.0009999999999998899,0.25,1.0166666666666666,1321.8333333333333,1322.25
2010-12-28,1.014,1322.25,0.0,0.75,1.0143333333333333,1321.6666666666667,1324.0
2010-12-29,1.013,1324.0,-0.001000000000000112,1.75,1.0136666666666667,1322.5833333333333,1322.75
2010-12-30,1.01,1322.75,-0.0029999999999998916,-1.25,1.0123333333333333,1323.0,1321.25
2010-12-31,1.006,1321.25,-0.0040000000000000036,-1.5,1.0096666666666667,1322.6666666666667,1333.5
2011-01-03,1.001,1333.5,-0.0050000000000001155,12.25,1.0056666666666665,1325.8333333333333,1333.5
2011-01-04,0.999,1333.5,-0.0019999999999998908,0.0,1.002,1329.4166666666667,1340.0
2011-01-05,0.998,1340.0,-0.0010000000000000009,6.5,0.9993333333333333,1335.6666666666667,1338.5
2011-01-06,0.997,1338.5,-0.0010000000000000009,-1.5,0.9979999999999999,1337.3333333333333,1335.75
2011-01-07,0.997,1335.75,0.0,-2.75,0.9973333333333333,1338.0833333333333,1333.75
2011-01-10,0.995,1333.75,-0.0020000000000000018,-2.0,0.9963333333333333,1336.0,1338.75
2011-01-11,0.995,1338.75,0.0,5.0,0.9956666666666667,1336.0833333333333,1351.75
2011-01-12,0.995,1351.75,0.0,13.0,0.995,1341.4166666666667,1349.5
2011-01-13,0.998,1349.5,0.0030000000000000027,-2.25,0.996,1346.6666666666667,1357.75
2011-01-14,1.006,1357.75,0.008000000000000007,8.25,0.9996666666666666,1353.0,1363.0
2011-01-18,1.012,1363.0,0.006000000000000005,5.25,1.0053333333333334,1356.75,1346.75
2011-01-19,1.014,1346.75,0.0020000000000000018,-16.25,1.0106666666666666,1355.8333333333333,1344.5
2011-01-20,1.016,1344.5,0.0020000000000000018,-2.25,1.014,1351.4166666666667,1348.0
2011-01-21,1.025,1348.0,0.008999999999999897,3.5,1.0183333333333333,1346.4166666666667,1356.75
2011-01-24,1.029,1356.75,0.0040000000000000036,8.75,1.0233333333333332,1349.75,1355.75
2011-01-25,1.031,1355.75,0.0020000000000000018,-1.0,1.0283333333333333,1353.5,1361.75
2011-01-26,1.051,1361.75,0.020000000000000018,6.0,1.037,1358.0833333333333,1364.0
2011-01-27,1.057,1364.0,0.006000000000000005,2.25,1.0463333333333333,1360.5,1339.75
2011-01-28,1.063,1339.75,0.006000000000000005,-24.25,1.0569999999999997,1355.1666666666667,1350.75
2011-01-31,1.074,1350.75,0.01100000000000012,11.0,1.0646666666666667,1351.5,1371.0
2011-02-01,1.082,1371.0,0.008000000000000007,20.25,1.0730000000000002,1353.8333333333333,1368.25
2011-02-02,1.083,1368.25,0.0009999999999998899,-2.75,1.0796666666666668,1363.3333333333333,1371.55
2011-02-03,1.087,1371.55,0.0040000000000000036,3.2999999999999545,1.0839999999999999,1370.2666666666667,1375.5
2011-02-04,1.088,1375.5,0.001000000000000112,3.9500000000000455,1.086,1371.7666666666667,1384.0
2011-02-07,1.084,1384.0,-0.0040000000000000036,8.5,1.0863333333333334,1377.0166666666667,1390.0
2011-02-08,1.079,1390.0,-0.0050000000000001155,6.0,1.0836666666666668,1383.1666666666667,1387.5
2011-02-09,1.089,1387.5,0.010000000000000009,-2.5,1.084,1387.1666666666667,1387.0
2011-02-10,1.094,1387.0,0.0050000000000001155,-0.5,1.0873333333333335,1388.1666666666667,1395.5
